Employee_ID,Department,Location,Employment_Type,Shift_Type,Job_Level,Tenure_Months,Base_Salary,HRA,Allowances,Bonus,Overtime_Hours,Leaves_Taken,Sick_Leaves,Casual_Leaves,Late_Logins,Early_Logouts,Missed_Punches,Attendance_Variance,Salary_Change_Pct,Salary_Change_Count_6M,Performance_Rating,Training_Hours,Engagement_Score,Manual_Payroll_Edits,Policy_Violations,Previous_Audit_Flags,Manager_Changes,Remote_Work_Days,Travel_Days,Risk_Score,High_Risk
8155,Finance,Hyderabad,Contract,Night,2,10,36516,12414,6008,0,10,6,3,2,1,2,2,0.24,-5.3,3,3,20,4.2,0,1,0,2,4,0,0.169138435,0
8156,Operations,Mumbai,Contract,Day,4,44,56331,22558,8585,15000,19,3,4,3,2,3,4,0.16,9.1,3,3,13,3.46,0,0,0,2,1,0,0.203371402,0
8157,Admin,Delhi,Full-Time,Rotational,2,37,34144,13278,8897,0,9,5,2,5,0,4,2,0.29,1.5,2,4,32,2.86,3,0,1,2,5,2,0.262776469,0
8158,Admin,Pune,Full-Time,Day,5,70,58196,26068,4769,0,16,1,4,0,0,6,0,0.22,14.1,1,4,1,4.78,0,1,1,1,4,0,0.162047012,0
8159,Operations,Hyderabad,Full-Time,Night,2,82,36034,14152,6809,10000,15,2,1,3,5,2,3,0.19,23.3,2,3,18,4.73,0,2,1,1,5,5,0.29604573,0
8160,HR,Hyderabad,Intern,Night,2,60,39162,15030,4845,15000,8,8,0,5,10,5,1,0.3,25,1,4,11,4.33,3,1,0,1,0,8,0.156571496,0
8161,Admin,Hyderabad,Intern,Night,1,32,33694,11935,2004,0,13,7,4,0,3,0,3,,5.7,1,3,14,4.59,2,0,1,0,4,0,0.416423347,1
8162,Operations,Bangalore,Intern,Day,4,25,52399,21563,8546,0,19,7,4,2,2,3,2,0.33,-15.3,0,4,19,2.62,1,3,0,0,3,0,0.197176582,0
8163,Sales,Chennai,Full-Time,Rotational,1,34,32436,10484,5143,0,7,2,4,5,4,3,1,0.31,1.5,1,3,8,3.78,2,2,1,1,5,0,0.3756574,1
8164,Finance,Delhi,Intern,Day,1,52,36609,13766,2612,0,5,1,0,4,0,3,1,0.35,8.5,2,5,34,3.18,3,2,0,2,3,0,0.265415571,0
8165,IT,Delhi,Intern,Night,1,34,34245,12986,6746,0,15,8,2,1,1,2,1,0.2,6.2,2,3,8,4.73,0,0,0,0,5,0,-0.030716603,0
8166,HR,Pune,Intern,Rotational,5,45,60321,21443,3240,15000,14,3,0,4,8,4,0,0.1,-3.7,2,2,34,3.51,0,3,0,0,4,0,0.179301608,0
8167,Operations,Pune,Contract,Rotational,5,44,60275,20646,5400,10000,9,1,1,5,0,6,3,0.32,-12.1,4,2,22,2.74,1,3,1,1,2,0,0.274873829,0
8168,Support,Mumbai,Intern,Rotational,2,34,41323,13667,3777,15000,10,1,4,4,3,3,0,0.28,-0.8,2,4,25,2.74,0,2,0,2,4,8,0.163795764,0
8169,Admin,Delhi,Contract,Night,6,1,61698,20147,2369,10000,0,4,4,0,5,0,4,0.22,65,4,5,23,2.86,0,0,1,0,4,0,0.293135674,0
8170,HR,Mumbai,Contract,Day,1,43,28797,12632,5959,15000,16,8,4,0,5,1,2,0.13,-0.6,4,2,24,3.88,2,0,1,0,5,2,0.212553376,0
8171,Support,Pune,Full-Time,Rotational,1,43,31266,12290,7003,15000,5,1,2,2,4,2,1,0.02,13.1,1,4,27,3.36,1,0,0,1,3,8,0.052853978,0
8172,IT,Delhi,Contract,Rotational,4,63,63666,22674,3518,10000,21,2,3,4,4,3,0,0.18,-9.2,1,3,3,3.1,2,0,1,1,3,2,0.315891821,0
8173,Operations,Pune,Contract,Day,5,9,54019,19292,2639,0,3,2,4,4,2,2,3,0.21,4.1,1,3,1,3.82,1,1,1,1,2,0,0.222684622,0
8174,Admin,Bangalore,Contract,Rotational,3,42,39672,13901,3476,5000,17,3,2,4,5,6,0,0.22,40,1,4,8,3.21,3,0,1,0,4,0,0.394938778,1
8175,Admin,Chennai,Intern,Rotational,6,53,70334,28819,4383,0,6,3,2,2,0,1,4,,0.1,1,2,13,3.07,0,1,1,0,3,0,0.340780958,1
8176,Admin,Mumbai,Contract,Day,2,60,38288,15069,7260,10000,5,7,0,4,3,0,3,0.17,-2.6,1,4,11,3.94,2,3,0,2,5,0,0.399799878,1
8177,Finance,Bangalore,Full-Time,Day,5,56,60848,25475,7092,10000,13,9,4,1,1,1,2,,22.9,2,3,42,2.63,1,3,0,1,1,8,0.396325978,1
8178,IT,Bangalore,Intern,Rotational,2,22,31530,11368,2854,5000,2,0,0,3,2,4,0,0.23,11.2,3,4,13,2.69,1,2,1,0,4,0,0.150463206,0
8179,Finance,Mumbai,Contract,Rotational,5,44,44234,14829,3183,5000,16,4,2,4,2,5,0,0.1,25,0,5,21,3.14,1,2,1,1,1,0,0.288076664,0
8180,IT,Mumbai,Full-Time,Night,4,32,51019,19590,3365,10000,0,5,1,3,5,2,0,0.35,14.9,1,3,40,3.82,3,1,1,2,0,8,0.247465744,0
8181,Finance,Hyderabad,Intern,Day,3,53,44722,16193,6627,0,14,0,4,5,5,1,1,0.3,-2.5,1,2,19,3.57,0,0,1,0,1,5,0.118203213,0
8182,Sales,Chennai,Intern,Night,1,50,38646,15747,7069,5000,9,7,1,4,5,3,2,0.17,18.8,3,5,19,2.71,0,3,1,2,1,5,0.267121655,0
8183,HR,Pune,Full-Time,Day,3,42,44338,19902,7087,15000,10,4,0,4,5,3,1,0.1,14.4,1,4,36,3.86,3,3,1,2,0,8,0.354660093,1
8184,Sales,Hyderabad,Full-Time,Night,5,68,60011,26414,5224,10000,8,1,3,2,4,4,3,0.05,2.7,1,5,12,2.71,2,1,1,1,4,0,0.368336046,1
8185,Admin,Pune,Full-Time,Night,6,66,67132,24833,6663,15000,1,2,0,3,1,2,1,0.28,25,1,4,12,4.05,3,2,1,1,0,2,0.30012214,0
8186,Finance,Chennai,Contract,Rotational,4,7,56214,18862,6008,10000,17,5,2,5,5,3,3,0.1,4.3,2,4,34,4.33,1,1,1,2,1,0,0.174972538,0
8187,IT,Pune,Full-Time,Rotational,4,38,47088,18652,5789,10000,16,5,2,3,1,2,1,0.23,17,4,3,45,3.08,3,0,1,2,0,2,0.201456885,0
8188,Admin,Bangalore,Full-Time,Night,5,39,60725,25196,4553,5000,17,7,3,2,6,3,3,,13,0,5,24,3.21,1,3,0,1,4,0,0.413168174,1
8189,Support,Pune,Full-Time,Night,2,48,38385,14168,2434,5000,9,1,2,5,0,0,4,0.28,25,1,3,13,3.99,3,0,1,1,5,0,0.285207482,0
8190,Admin,Pune,Contract,Rotational,6,79,78222,30946,4810,10000,6,1,3,1,2,3,4,0.1,1.8,1,4,18,3.08,1,0,1,1,2,2,0.179037748,0
8191,HR,Hyderabad,Intern,Day,6,18,67439,23089,8151,5000,8,0,3,4,5,5,2,0.08,65,1,4,19,3.21,2,0,0,0,1,0,0.353285613,1
8192,Operations,Delhi,Intern,Rotational,6,53,68797,22375,4837,15000,5,5,2,0,2,3,3,0.05,-8.7,1,5,40,2.79,1,0,1,0,4,0,0.212352094,0
8193,Support,Pune,Full-Time,Night,1,27,30613,13061,7784,0,10,1,1,3,3,4,0,0.19,4.9,2,3,35,2.93,2,2,1,0,2,0,0.333522858,1
8194,Operations,Bangalore,Contract,Rotational,1,78,20117,8072,2086,5000,14,2,2,5,2,5,3,0.15,2.7,1,3,28,2.83,1,1,0,1,4,8,0.087395707,0
8195,Admin,Pune,Full-Time,Rotational,1,29,29388,12909,7444,0,11,0,4,3,2,4,0,0.25,12.5,4,2,35,2.61,3,2,0,0,3,0,0.210152516,0
8196,Operations,Mumbai,Full-Time,Night,5,58,54189,17730,4318,0,13,2,0,3,3,3,4,0.15,11.1,3,5,19,3.92,0,0,1,1,4,0,0.221831774,0
8197,HR,Bangalore,Contract,Day,3,62,41672,15702,6394,5000,7,6,1,5,10,2,1,0.29,0,2,4,12,3.7,1,2,1,0,4,0,0.213996522,0
8198,IT,Hyderabad,Intern,Night,4,67,53530,20328,6730,10000,14,1,3,5,8,5,1,0,-5.7,1,3,9,3.3,0,2,0,1,2,8,0.157306735,0
8199,Finance,Delhi,Contract,Night,6,29,69580,26544,2303,5000,15,0,4,0,5,4,3,0.18,-5.1,3,5,43,3.68,0,0,1,0,5,2,0.184149696,0
8200,IT,Pune,Full-Time,Rotational,6,10,70969,22931,6093,5000,4,3,2,1,0,1,3,0.18,19.8,1,4,22,3.64,3,1,1,0,1,8,0.310703614,0
8201,Operations,Hyderabad,Contract,Day,5,34,65559,27369,8391,0,4,2,3,1,5,0,4,0.19,-0.9,0,3,4,3.15,1,2,0,1,3,0,0.220330126,0
8202,Support,Mumbai,Intern,Night,2,41,32437,11501,4329,0,3,3,3,1,6,3,2,0.1,6.7,1,2,30,4.52,3,0,1,0,2,2,0.240245645,0
8203,Sales,Mumbai,Contract,Day,6,32,59185,21682,8382,0,5,7,3,4,3,3,1,0.09,1.6,0,4,36,3.82,0,3,0,0,2,0,0.179631335,0
8204,Operations,Bangalore,Intern,Rotational,4,57,48765,19637,4787,10000,3,1,0,3,2,1,1,,16.5,4,2,8,4.58,3,1,1,0,3,5,0.290152589,0
8205,HR,Pune,Contract,Day,2,98,33435,14724,8099,0,6,5,1,5,0,5,0,0.25,-5.4,1,5,33,4.48,3,1,1,2,4,2,0.228452973,0
8206,Admin,Bangalore,Intern,Rotational,6,27,70084,23626,6935,10000,7,8,4,2,7,4,0,,15.8,1,3,0,3.89,1,2,1,2,2,5,0.353779368,1
8207,Admin,Chennai,Full-Time,Rotational,4,36,55338,21080,6939,15000,15,3,3,1,6,2,4,0.14,15.1,1,5,20,4.28,2,3,1,0,4,0,0.390069933,1
8208,Operations,Hyderabad,Intern,Night,1,46,24566,8395,5238,15000,10,1,2,5,3,2,0,0.02,-8,4,4,0,4.38,2,0,1,2,0,2,0.220878926,0
8209,Sales,Chennai,Contract,Rotational,4,6,50572,21127,5590,0,4,7,0,4,7,0,0,0.14,-8.1,0,3,13,2.78,3,0,1,1,0,0,0.315527563,0
8210,Admin,Delhi,Full-Time,Night,6,50,60821,21377,2511,5000,16,8,0,3,6,4,0,0.17,-2.1,3,2,12,3.52,2,0,0,1,1,2,0.170018397,0
8211,Finance,Delhi,Intern,Rotational,4,40,49501,16082,7656,0,11,0,0,3,2,4,0,0.13,-8.2,1,5,34,2.5,0,3,0,0,2,0,0.154163699,0
8212,HR,Pune,Full-Time,Rotational,4,30,48704,17971,8131,10000,0,5,1,1,6,2,0,0.08,15.7,1,2,7,4.44,3,1,1,1,2,0,0.203336665,0
8213,Admin,Chennai,Full-Time,Night,1,49,28660,11200,2544,5000,20,3,3,2,8,3,0,0.18,2.6,1,4,23,4.52,2,1,1,0,2,0,0.247689807,0
8214,HR,Delhi,Full-Time,Day,4,89,49437,19054,7575,0,4,1,4,1,5,2,3,0.14,-1.4,0,4,20,4.46,1,0,0,0,1,0,0.073936598,0
8215,Sales,Chennai,Contract,Day,4,66,49172,17925,6393,15000,17,5,0,0,9,4,4,0.14,-3.7,1,5,16,2.8,0,1,0,1,1,2,0.083664381,0
8216,IT,Mumbai,Intern,Night,2,63,43916,18027,4537,5000,20,1,2,1,5,1,0,0.31,0.8,3,5,8,2.67,0,0,0,0,0,8,0.057869006,0
8217,Support,Hyderabad,Intern,Night,4,25,50813,17595,5818,0,9,3,0,3,4,6,3,0.42,21.5,1,3,8,4.25,1,0,0,2,2,5,0.202470505,0
8218,HR,Hyderabad,Intern,Rotational,5,10,51336,21392,8434,0,8,0,0,1,6,2,0,0,10.6,1,4,27,4.37,1,1,0,1,1,2,0.047453205,0
8219,Finance,Bangalore,Full-Time,Day,4,6,57245,22371,2287,0,9,2,1,4,10,1,2,0.11,11.9,1,3,14,4.22,2,1,0,1,3,5,0.18816493,0
8220,Admin,Delhi,Intern,Rotational,1,21,26579,11607,5675,15000,5,8,3,1,7,2,0,0.28,10.2,1,4,27,4.2,1,1,1,1,3,0,0.183410763,0
8221,Finance,Delhi,Full-Time,Rotational,3,34,50471,18180,8557,15000,16,2,4,2,4,0,1,0.14,14.5,1,4,28,2.92,1,0,0,1,4,8,0.096368269,0
8222,IT,Chennai,Contract,Day,5,48,59776,24941,7855,0,1,1,1,3,9,5,0,0.24,7.3,0,2,28,3.8,1,0,0,0,1,8,0.015990937,0
8223,IT,Delhi,Contract,Day,6,46,66433,27542,8458,0,4,5,4,2,2,2,2,0.07,37.5,1,4,5,4.35,1,2,1,2,4,0,0.517151157,1
8224,Finance,Bangalore,Contract,Day,6,41,68217,24906,8530,0,0,7,4,3,1,4,4,0.19,1.6,1,5,15,3.62,0,2,1,0,4,0,0.275647432,0
8225,Admin,Pune,Full-Time,Day,3,38,37021,13912,2524,0,17,3,1,2,6,1,0,0.11,7.2,1,3,4,3.38,0,2,1,0,0,8,0.152761587,0
8226,Admin,Mumbai,Contract,Rotational,4,2,51694,20423,5996,15000,6,3,3,0,5,3,0,0.23,16.2,2,5,32,3.61,1,3,1,0,3,0,0.13820307,0
8227,Admin,Delhi,Full-Time,Night,2,39,34555,15158,6272,15000,3,1,2,1,1,3,1,0.35,-20,3,5,34,3.3,3,1,0,2,4,8,0.151027457,0
8228,Finance,Chennai,Contract,Rotational,4,33,55749,22358,2919,0,11,3,3,2,7,1,3,0.03,0.2,4,3,20,4.67,2,2,1,0,4,0,0.324843446,0
8229,Finance,Bangalore,Intern,Night,3,34,43191,18139,4978,15000,0,1,0,3,3,3,2,0.14,17.4,3,3,24,3.34,0,3,1,0,0,0,0.315633247,0
8230,Support,Delhi,Contract,Night,2,48,40977,17046,2446,5000,6,1,3,1,2,2,2,0.15,2.3,1,4,38,4.46,1,1,1,1,0,0,0.280160361,0
8231,Operations,Pune,Full-Time,Rotational,4,28,59091,23581,5112,10000,8,1,1,0,2,2,1,0.26,-20,1,2,35,2.68,1,0,1,1,1,0,0.131757486,0
8232,IT,Pune,Intern,Night,3,27,50351,16363,4577,5000,17,7,0,3,4,4,3,0.03,-15.6,1,4,9,3.59,1,3,0,0,1,0,0.14166382,0
8233,Sales,Pune,Contract,Day,6,52,67896,23674,3109,10000,1,4,1,4,2,4,0,0.05,6.5,2,4,35,2.52,0,0,0,1,4,0,0.139759578,0
8234,Finance,Mumbai,Full-Time,Day,6,31,75067,33621,2351,0,7,1,4,5,6,2,2,0.17,9.6,3,3,30,4.3,0,2,1,2,0,8,0.364142477,1
8235,Support,Hyderabad,Full-Time,Day,5,41,50664,22198,7496,5000,14,4,3,3,6,3,3,0.07,8.4,4,2,13,4.8,1,0,0,1,0,2,0.096409903,0
8236,HR,Mumbai,Contract,Night,4,8,47876,15718,2520,10000,18,3,2,4,2,4,0,,7.5,3,2,28,2.56,0,3,1,1,0,8,0.329946961,0
8237,Sales,Pune,Contract,Night,1,79,42402,15804,3184,0,9,7,4,0,2,2,3,0.18,8.8,2,3,37,2.89,0,0,0,2,3,0,0.131744426,0
8238,Support,Pune,Full-Time,Day,1,27,30575,12940,6035,5000,19,7,4,0,1,1,1,0.13,13.8,1,5,16,3.52,3,1,1,0,2,0,0.180308359,0
8239,Operations,Bangalore,Contract,Night,6,61,66993,26516,7026,10000,9,1,0,2,2,3,1,0.15,13.6,2,2,15,2.77,2,3,0,2,0,0,0.247124994,0
8240,Sales,Hyderabad,Full-Time,Day,1,24,31393,10073,7346,0,11,4,3,1,8,2,0,0.1,19.5,1,3,24,2.65,3,2,1,1,5,0,0.347864455,1
8241,IT,Mumbai,Contract,Rotational,3,37,51025,17771,2936,0,0,3,4,1,2,1,0,0.1,15.1,1,2,14,3.4,1,1,0,1,3,0,0.047747097,0
8242,Finance,Hyderabad,Intern,Rotational,6,15,71418,26183,3874,0,4,5,4,2,5,0,0,0.11,11,1,4,30,4.09,0,3,0,1,2,2,0.176138247,0
8243,IT,Hyderabad,Full-Time,Day,4,62,64494,24477,4777,15000,20,4,4,1,4,7,1,0.13,40,4,2,26,2.62,0,1,0,1,0,8,0.297791554,0
8244,HR,Chennai,Full-Time,Day,3,23,47021,15695,7431,0,14,4,3,0,6,3,2,0.35,18,0,3,7,3.97,2,2,1,1,1,0,0.422226464,1
8245,Sales,Delhi,Intern,Day,2,34,37009,14657,5419,0,4,10,2,4,6,3,3,0.31,13.7,4,3,6,3.52,2,1,1,0,3,0,0.258496684,0
8246,Support,Chennai,Contract,Day,5,51,58764,22677,6005,15000,12,3,3,5,4,1,2,0.26,-3.6,1,5,28,4.74,1,1,0,1,1,2,0.2056144,0
8247,Sales,Chennai,Full-Time,Day,5,22,60742,24571,8877,0,13,8,2,1,5,4,0,0.12,5,2,5,24,3.22,3,2,0,1,5,0,0.251945898,0
8248,Support,Hyderabad,Contract,Rotational,3,52,47867,19670,4148,0,14,1,2,0,2,2,0,0.18,9.7,4,5,42,3.47,3,0,0,2,0,8,0.192557422,0
8249,Operations,Pune,Full-Time,Rotational,3,16,51176,18067,6417,15000,8,7,0,4,1,3,0,0.27,14.3,2,4,17,4.68,0,2,1,0,3,8,0.213328366,0
8250,Operations,Chennai,Full-Time,Day,6,15,60214,23936,3919,0,2,0,3,3,2,4,0,0.09,17.3,1,5,17,3.2,0,2,0,0,1,0,0.093890546,0
8251,Operations,Bangalore,Full-Time,Day,1,46,37419,14981,7470,0,16,5,4,3,2,4,0,0.15,5.5,3,4,29,3,1,2,1,0,0,0,0.164405268,0
8252,HR,Chennai,Contract,Rotational,6,53,66019,28951,3026,0,19,5,0,1,3,5,1,0.04,40,2,3,7,2.51,0,0,1,0,2,2,0.229272235,0
8253,HR,Mumbai,Contract,Night,4,51,50237,17360,8631,0,9,5,3,3,4,6,1,0.15,25,0,2,50,2.75,1,3,1,1,4,5,0.244030827,0
8254,Sales,Hyderabad,Contract,Rotational,2,93,38805,12855,3657,0,17,8,1,4,0,2,2,0.23,-6.4,1,5,11,3.57,0,1,1,1,1,2,0.255445968,0
8255,Admin,Pune,Contract,Day,3,36,45690,19257,8371,10000,3,9,3,2,1,3,0,0.05,12.4,2,4,17,2.51,0,3,0,1,5,0,0.141425922,0
8256,IT,Pune,Contract,Day,2,52,37603,15096,3022,10000,8,6,3,1,4,2,0,0.16,40,2,3,20,4.33,3,2,0,0,0,0,0.422341301,1
8257,Sales,Hyderabad,Full-Time,Night,5,29,54753,18233,3902,5000,6,1,0,1,0,0,2,0.15,-5.9,2,3,15,2.66,0,1,1,1,3,0,0.180714514,0
8258,Operations,Delhi,Contract,Night,4,56,47987,18369,2442,0,3,1,0,1,5,1,4,0.19,65,4,3,22,3.96,2,3,0,2,1,0,0.565669262,1
8259,HR,Chennai,Contract,Day,1,35,35687,14223,6410,0,12,0,3,5,0,4,4,0.1,12.9,2,5,6,4.71,1,0,0,0,2,2,0.129570454,0
8260,Support,Delhi,Contract,Rotational,1,40,25143,9738,2052,10000,23,2,2,0,9,4,0,0.1,0.3,2,4,1,4.41,0,2,1,1,4,5,0.304719245,0
8261,Support,Pune,Contract,Night,1,28,40741,15621,3429,0,2,4,1,0,6,5,0,0.16,-10.2,4,5,26,3.73,1,3,1,1,1,0,0.215305189,0
8262,Operations,Pune,Full-Time,Night,5,37,54447,22929,3543,10000,22,6,2,1,3,4,0,0.06,-20.2,1,2,33,4.14,0,0,1,2,4,2,0.197290471,0
8263,Operations,Mumbai,Intern,Day,2,56,33186,13970,6713,15000,2,1,2,5,6,5,4,0.28,10,2,3,19,2.74,1,0,1,1,1,2,0.26333664,0
8264,Finance,Chennai,Contract,Day,2,52,39464,15963,7194,0,9,4,1,0,1,1,0,0.17,9.3,3,4,22,3.61,2,0,0,1,1,5,0.115233138,0
8265,IT,Hyderabad,Intern,Night,4,52,49261,17153,5794,15000,10,3,2,2,4,0,0,0.03,-0.8,1,4,24,3.09,0,1,0,0,4,8,0.06610712,0
8266,HR,Pune,Intern,Night,2,104,39899,17452,6995,15000,9,4,1,0,2,2,0,0.08,21.9,1,4,27,2.99,0,0,0,1,3,8,0.119538251,0
8267,Operations,Pune,Intern,Rotational,5,8,61853,20044,2836,10000,10,5,0,1,7,4,2,0.15,17,0,5,23,2.68,1,0,1,0,1,8,0.161736038,0
8268,IT,Pune,Contract,Rotational,1,43,28045,9973,4240,0,11,4,3,2,7,3,3,0.1,-2.4,4,4,23,4.65,0,1,0,0,5,8,0.123578126,0
8269,Support,Mumbai,Intern,Day,5,61,57361,22031,5303,0,7,7,0,4,5,3,4,0.33,5.3,2,2,18,4.68,1,0,0,0,5,0,0.121777519,0
8270,Admin,Chennai,Intern,Day,6,32,65740,25686,5861,10000,9,7,2,3,0,1,4,0.11,65,1,4,29,4.03,3,1,1,0,0,0,0.441773281,1
8271,Operations,Delhi,Full-Time,Rotational,2,18,49895,21274,6783,0,2,3,4,1,4,0,2,0.16,25,1,5,33,4.02,1,3,1,0,2,8,0.257335014,0
8272,Sales,Hyderabad,Contract,Rotational,2,18,36700,15738,8057,10000,4,2,2,4,5,3,1,0.28,3.8,1,4,3,3.44,0,3,0,1,1,2,0.229667723,0
8273,Admin,Mumbai,Intern,Day,6,3,63352,21165,8131,15000,7,4,1,2,1,4,4,0.19,26.2,0,4,21,4.62,0,2,0,2,3,0,0.222256439,0
8274,Support,Delhi,Intern,Night,3,81,46556,18829,4118,5000,1,1,1,5,0,8,2,0.12,17.4,2,4,9,2.98,3,1,1,2,5,0,0.329306518,0
8275,Operations,Pune,Intern,Rotational,6,35,64126,21291,2706,0,4,5,1,3,4,4,0,0.06,-2.2,1,4,21,2.78,1,1,1,0,0,0,0.109309955,0
8276,HR,Hyderabad,Contract,Rotational,3,26,45757,18007,2107,15000,0,5,3,5,6,2,3,0.18,4.7,1,5,4,4.6,1,1,0,1,1,0,0.118689893,0
8277,Finance,Mumbai,Full-Time,Rotational,6,48,71008,28729,8067,15000,5,1,2,1,3,3,0,0.13,10.5,2,5,21,2.9,1,0,0,2,2,2,0.082863387,0
8278,Admin,Mumbai,Contract,Night,1,22,38672,16579,3508,0,16,9,4,0,3,4,2,0.14,5.1,4,4,32,3.97,3,0,0,1,1,8,0.29644886,0
8279,Sales,Pune,Full-Time,Night,1,84,36996,14978,3789,10000,16,4,4,2,1,3,2,0.04,9.3,3,2,27,3.54,1,0,0,1,4,5,0.125027257,0
8280,Sales,Mumbai,Contract,Rotational,4,38,46615,18989,6915,0,16,7,2,2,1,1,4,0.03,19.1,3,4,5,4.45,0,3,1,0,4,0,0.235247254,0
8281,Operations,Mumbai,Contract,Day,1,18,28192,11080,4201,15000,10,2,0,4,2,4,4,0.11,25.2,0,3,31,3.05,0,1,1,0,3,8,0.131519545,0
8282,Support,Chennai,Full-Time,Rotational,2,47,42040,14372,3329,10000,4,4,2,4,6,5,2,0.16,65,2,3,18,4.11,0,2,1,1,3,2,0.481412508,1
8283,Support,Hyderabad,Full-Time,Rotational,2,55,38647,17232,5783,0,8,5,3,0,0,2,3,0.25,-7.6,2,3,22,2.64,0,1,0,0,5,2,0.134191951,0
8284,Sales,Mumbai,Full-Time,Night,3,86,54007,21364,8634,0,11,4,3,2,6,7,1,,-0.9,4,3,33,3.48,0,1,0,0,5,0,0.169934249,0
8285,Support,Chennai,Full-Time,Rotational,6,1,65889,24858,7998,0,18,4,1,3,4,3,4,0.11,-10.7,2,3,14,2.94,0,0,1,2,0,0,0.278719864,0
8286,HR,Delhi,Full-Time,Day,4,27,48732,21216,2961,0,15,2,4,1,0,5,4,0.24,0.8,1,3,12,4.53,1,2,1,0,2,5,0.297370416,0
8287,Admin,Pune,Full-Time,Day,3,20,45679,15366,5706,5000,3,5,4,1,1,1,2,0.11,-12.2,4,5,5,2.59,0,0,1,2,3,0,0.287789205,0
8288,Finance,Delhi,Intern,Rotational,5,74,58902,24226,7963,5000,13,6,1,2,7,3,4,0.25,6.8,1,5,38,4.22,1,1,1,0,2,2,0.210637766,0
8289,Sales,Pune,Full-Time,Day,3,38,36232,15535,3145,0,0,6,0,0,3,2,0,0.24,-0.5,0,3,6,3.79,2,1,1,0,0,5,0.163444434,0
8290,HR,Bangalore,Intern,Night,3,58,46827,19533,3465,0,15,2,2,4,2,1,3,0.14,11.4,3,4,34,4.47,0,3,0,2,5,8,0.202814339,0
8291,Admin,Mumbai,Contract,Night,5,39,64537,21166,7001,10000,13,2,4,4,3,0,0,0.3,16.6,4,3,32,3.23,2,1,0,2,2,0,0.122400064,0
8292,HR,Delhi,Contract,Day,1,56,34143,13560,6255,0,7,0,3,5,4,4,3,0.21,24,0,2,41,2.68,1,0,0,0,5,5,0.117988365,0
8293,Finance,Pune,Intern,Rotational,5,53,58030,22364,6634,0,7,4,1,5,1,1,0,0.1,40,0,5,11,4.47,3,1,1,1,5,5,0.358076163,1
8294,IT,Delhi,Contract,Day,4,9,53319,21093,5734,0,9,3,1,2,10,1,1,0.12,11.9,1,2,23,2.73,3,0,1,0,4,0,0.245414184,0
8295,Admin,Pune,Intern,Day,6,27,61126,23728,6563,5000,17,4,3,1,5,4,0,0.34,1.9,2,4,31,4.68,0,2,0,0,3,0,0.129901308,0
8296,HR,Hyderabad,Contract,Day,4,41,55754,21426,8263,5000,13,6,1,5,3,4,0,0.08,10.2,1,4,15,3.46,0,3,1,0,4,2,0.18405993,0
8297,Operations,Delhi,Intern,Rotational,2,0,42242,17956,4716,15000,11,5,3,5,7,2,4,0.13,16.9,3,3,26,3.08,0,0,1,0,5,0,0.177455881,0
8298,Admin,Bangalore,Intern,Night,5,59,61573,22179,6858,0,7,0,4,2,1,4,0,,0.1,4,3,14,4.2,1,0,1,0,1,0,0.223341934,0
8299,IT,Chennai,Intern,Day,5,51,50375,21001,4652,0,16,3,0,0,1,1,2,0.08,13.6,2,3,18,2.71,3,2,1,0,2,8,0.411083181,1
8300,Sales,Bangalore,Intern,Day,6,61,67542,21922,6025,15000,12,7,3,3,4,1,2,0.29,1.5,3,4,24,4.2,0,2,0,2,2,0,0.246348796,0
8301,Admin,Bangalore,Contract,Day,5,28,60692,23510,6111,10000,17,3,1,0,0,1,1,0.2,-0.5,1,2,48,3.7,2,0,1,2,4,5,0.262643636,0
8302,Support,Pune,Intern,Day,4,72,58247,19827,2105,0,12,0,0,4,4,0,3,,6.3,2,3,26,3.44,0,3,1,0,4,0,0.34832717,1
8303,IT,Bangalore,Contract,Night,6,17,70334,24835,8987,15000,10,1,4,5,3,2,1,0.2,25,0,2,0,3.23,2,3,1,1,0,2,0.298972489,0
8304,Sales,Bangalore,Contract,Night,2,23,37442,12618,3648,0,18,5,3,1,6,1,4,0.07,13.7,1,2,22,3.43,0,2,0,0,3,0,0.247183327,0
8305,Support,Delhi,Contract,Night,4,67,44437,15140,8776,15000,19,5,1,1,2,3,0,0.02,6.8,4,5,19,3.39,1,2,0,0,5,8,0.098833919,0
8306,Support,Mumbai,Intern,Day,6,62,58944,25831,6437,0,14,5,1,1,3,0,3,0.21,9.1,0,4,6,3.11,0,2,0,0,5,0,0.249070081,0
8307,Sales,Chennai,Full-Time,Rotational,2,35,43592,15042,3337,0,15,1,0,1,2,0,0,0.16,27.2,0,3,37,4.24,0,3,0,0,1,0,0.177203789,0
8308,Sales,Mumbai,Intern,Rotational,4,38,48143,16843,3397,10000,0,7,3,5,5,4,1,0.08,-0.1,0,4,15,2.63,1,1,0,1,5,2,0.042176565,0
8309,Finance,Hyderabad,Contract,Day,6,55,71771,27922,2692,10000,8,4,3,3,4,5,3,,23,3,3,14,3.48,1,1,0,0,4,0,0.225825699,0
8310,Operations,Bangalore,Full-Time,Day,1,34,21184,8864,4139,0,16,5,3,0,6,1,3,0.16,25,4,4,41,2.52,1,1,1,0,2,8,0.187363073,0
8311,Admin,Bangalore,Full-Time,Rotational,1,22,23702,9152,4233,5000,20,1,0,4,2,7,2,0.1,7.4,4,2,4,4.22,0,1,1,2,0,2,0.188244997,0
